TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
Theft of Bicycle,2004,4,21,14,0,10XX DENMAN ST,West End,489875.11,5459583.55,49.28891793,-123.139234
Theft of Bicycle,2004,7,15,21,0,10XX DENMAN ST,West End,489919.42,5459627.69,49.28931571,-123.1386258
Theft of Bicycle,2004,9,11,23,0,10XX E 20TH AVE,Kensington-Cedar Cottage,493931.19,5455556.24,49.25274529,-123.0833952
Theft of Bicycle,2004,7,14,11,0,10XX E 22ND AVE,Kensington-Cedar Cottage,493941.44,5455348.15,49.25087358,-123.0832512
Offence Against a Person,2004,3,15,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2004,4,12,17,0,25XX E 3RD AVE,Hastings-Sunrise,496133.11,5457207.16,49.26761353,-123.0531532
Theft of Bicycle,2004,8,9,19,0,10XX E BROADWAY AVE,Mount Pleasant,494071.3,5456636.85,49.26246697,-123.0814858
Theft of Bicycle,2004,8,29,16,0,10XX EXPO BLVD,Central Business District,491544.52,5458009.74,49.27478665,-123.1162436
Theft of Bicycle,2004,9,2,0,0,10XX EXPO BLVD,Central Business District,491544.52,5458009.74,49.27478665,-123.1162436
Break and Enter Residential/Other,2004,5,10,17,10,25XX E 3RD AVE,Hastings-Sunrise,496157.23,5457207.22,49.26761422,-123.0528217
Break and Enter Commercial,2004,12,21,17,30,16XX W 7TH AVE,Fairview,489664.91,5456973.78,49.26543913,-123.1420571
Other Theft,2004,8,2,22,50,17XX ROBSON ST,West End,490185.55,5459825.78,49.29110189,-123.1349709
Theft of Bicycle,2004,3,13,14,50,10XX GRANVILLE ST,Central Business District,490985.4,5458446.47,49.27870712,-123.1239401
Theft of Bicycle,2004,7,24,16,0,10XX GRANVILLE ST,Central Business District,491016.83,5458478.61,49.27899668,-123.1235087
Break and Enter Commercial,2004,1,13,4,30,16XX W 7TH AVE,Fairview,489683.24,5456964.17,49.265353,-123.141805
Break and Enter Commercial,2004,12,31,15,0,16XX W 7TH AVE,Fairview,489698.71,5456963.78,49.26534975,-123.1415923
Theft of Bicycle,2004,6,30,23,59,10XX GRANVILLE ST,Central Business District,491048.51,5458497.92,49.27917084,-123.1230735
Theft of Bicycle,2004,7,20,16,30,10XX GRANVILLE ST,Central Business District,491048.51,5458497.92,49.27917084,-123.1230735
Theft of Bicycle,2004,8,29,4,0,10XX GRANVILLE ST,Central Business District,491048.51,5458497.92,49.27917084,-123.1230735
Theft of Bicycle,2004,10,2,15,30,10XX GRANVILLE ST,Central Business District,491048.51,5458497.92,49.27917084,-123.1230735
Mischief,2004,8,19,15,0,15XX W 11TH AVE,Fairview,489823.97,5456565.1,49.26176565,-123.1398605
Theft of Bicycle,2004,7,8,20,28,10XX HARWOOD ST,West End,490435.97,5458336.09,49.27770588,-123.1314914
Mischief,2004,6,27,3,33,19XX E HASTINGS ST,Grandview-Woodland,495346.77,5458722.13,49.28123548,-123.0639797
Theft of Bicycle,2004,8,27,7,0,10XX IRONWORK PASS,Fairview,490659.8,5457250.45,49.26794383,-123.1283888
Theft of Bicycle,2004,10,6,16,0,10XX HORNBY ST,Central Business District,490834.2,5458565.98,49.27977988,-123.1260216
Theft of Bicycle,2004,2,19,18,0,10XX IRONWORK PASS,Fairview,490704.97,5457253.05,49.26796791,-123.1277679
Theft of Bicycle,2004,9,29,8,12,10XX IRONWORK PASS,Fairview,490704.97,5457253.05,49.26796791,-123.1277679
Break and Enter Commercial,2004,9,18,18,0,16XX W 8TH AVE,Fairview,489636.76,5456881.95,49.26461263,-123.1424417
Theft of Bicycle,2004,4,6,11,0,10XX JERVIS ST,West End,490419.66,5459128.19,49.28483069,-123.1317346
Break and Enter Commercial,2004,1,20,0,1,16XX W 8TH AVE,Fairview,489642.6,5456872.68,49.26452934,-123.1423612
Theft of Bicycle,2004,4,26,19,19,10XX MAINLAND ST,Central Business District,491258.92,5458117.64,49.27575321,-123.1201723
Theft of Bicycle,2004,7,14,15,0,10XX MARINASIDE CRES,Central Business District,491441.61,5457869.5,49.27352373,-123.1176554
Theft of Bicycle,2004,8,16,19,0,10XX MARINASIDE CRES,Central Business District,491441.61,5457869.5,49.27352373,-123.1176554
Break and Enter Commercial,2004,6,18,23,0,16XX W 8TH AVE,Fairview,489679.01,5456881.06,49.26460534,-123.141861
Break and Enter Commercial,2004,8,31,23,0,16XX W 8TH AVE,Fairview,489679.01,5456881.06,49.26460534,-123.141861
Break and Enter Commercial,2004,5,20,23,30,16XX W 8TH AVE,Fairview,489696.92,5456871.54,49.26452,-123.1416145
Theft of Bicycle,2004,2,7,10,0,10XX MARINASIDE CRES,Central Business District,491543.91,5457836.09,49.27322463,-123.1162483
Mischief,2004,7,20,23,30,15XX W 11TH AVE,Fairview,489908.37,5456554.36,49.26167044,-123.1387002
Theft of Bicycle,2004,4,6,21,30,10XX MELVILLE ST,Central Business District,491263.64,5459164.27,49.28516788,-123.1201303
Break and Enter Commercial,2004,9,7,19,0,16XX W BROADWAY AVE,Fairview,489587.09,5456771.17,49.2636153,-123.1431215
Break and Enter Commercial,2004,9,15,6,10,16XX W BROADWAY AVE,Fairview,489587.09,5456771.17,49.2636153,-123.1431215
Theft of Bicycle,2004,10,11,22,0,10XX PACIFIC ST,West End,490294.42,5458333.12,49.27767693,-123.1334375
Theft of Bicycle,2004,5,9,15,5,10XX PACIFIC ST,West End,490358.59,5458256.62,49.27698982,-123.1325534
Offence Against a Person,2004,9,23,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Mischief,2004,10,21,20,0,19XX EAST 13TH AV,Kensington-Cedar Cottage,495207.1,5456206.68,49.25860746,-123.0658699
Theft of Bicycle,2004,11,11,18,0,10XX PACIFIC ST,West End,490358.59,5458256.62,49.27698982,-123.1325534
Break and Enter Commercial,2004,4,29,16,30,16XX WHYTE AVE,Kitsilano,489689.13,5458138.4,49.27591549,-123.1417543
Break and Enter Commercial,2004,9,29,6,0,16XX WHYTE AVE,Kitsilano,489689.13,5458138.4,49.27591549,-123.1417543
Mischief,2004,2,19,0,1,19XX FERNDALE ST,Grandview-Woodland,495306.27,5458552.47,49.27970905,-123.0645345
Break and Enter Residential/Other,2004,2,5,0,10,25XX E 45TH AVE,Victoria-Fraserview,496075.32,5452959.71,49.2294064,-123.053906
Theft of Bicycle,2004,2,11,11,0,10XX RICHARDS ST,Central Business District,491180.1,5458345.92,49.27780549,-123.121261
Theft of Bicycle,2004,5,9,16,30,10XX ROBSON ST,West End,491031.94,5458997.83,49.28366737,-123.1233126
Theft of Bicycle,2004,6,10,21,43,10XX ROBSON ST,West End,491031.94,5458997.83,49.28366737,-123.1233126
Break and Enter Commercial,2004,3,30,8,35,16XX W BROADWAY AVE,Fairview,489622.19,5456770.03,49.26360564,-123.1426391
Break and Enter Commercial,2004,4,7,1,59,16XX W BROADWAY AVE,Fairview,489622.19,5456770.03,49.26360564,-123.1426391
Theft of Bicycle,2004,3,10,14,55,10XX ROBSON ST,West End,491058.23,5458959,49.28331847,-123.1229502
Other Theft,2004,2,12,19,50,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,2,16,17,0,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,2,17,20,20,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Mischief,2004,4,15,23,11,19XX FRANKLIN ST,Grandview-Woodland,495303.06,5458816.76,49.28208636,-123.0645818
Other Theft,2004,3,9,19,20,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Break and Enter Commercial,2004,3,8,16,0,16XX W BROADWAY AVE,Fairview,489644.82,5456778.44,49.26368167,-123.1423282
Other Theft,2004,3,16,17,45,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,4,12,18,12,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,4,15,16,15,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,5,2,19,30,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,5,7,19,50,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Break and Enter Residential/Other,2004,8,19,9,0,25XX E 4TH AVE,Hastings-Sunrise,496056.68,5457107.75,49.26671883,-123.0542028
Other Theft,2004,6,7,21,27,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,6,18,16,15,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,7,1,19,17,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,8,14,12,30,12XX ROBSON ST,West End,490756.18,5459259.19,49.28601423,-123.1271104
Theft of Bicycle,2004,7,18,9,38,10XX ROBSON ST,West End,491058.23,5458959,49.28331847,-123.1229502
Mischief,2004,2,3,16,25,19XX GRANT ST,Grandview-Woodland,495261.78,5457618.93,49.27131135,-123.0651352
Other Theft,2004,7,24,11,30,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,7,28,14,29,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,9,1,17,5,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,9,15,14,30,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,9,17,18,10,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,11,4,15,55,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,11,16,16,40,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,11,16,19,45,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2004,12,19,19,9,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Theft of Bicycle,2004,1,12,15,30,10XX SALSBURY DR,Grandview-Woodland,495089.78,5458098.22,49.27562129,-123.0675055
Theft of Bicycle,2004,9,2,6,15,10XX SCANTLINGS AVE,Fairview,490689.71,5457176.61,49.26728008,-123.1279759
Break and Enter Commercial,2004,5,12,0,45,16XX W BROADWAY AVE,Fairview,489730.95,5456775.64,49.26365794,-123.1411443
Theft of Bicycle,2004,12,11,11,0,10XX SITKA SQ,Fairview,490613.23,5457107.75,49.2666595,-123.1290255
Theft of Bicycle,2004,3,13,14,0,10XX SMITHE ST,West End,490941.59,5458840.8,49.28225353,-123.1245513
Break and Enter Commercial,2004,5,13,1,45,16XX W GEORGIA ST,West End,490478.49,5459786.11,49.29074969,-123.1309414
Theft of Bicycle,2004,9,19,18,30,10XX SMITHE ST,West End,490941.59,5458840.8,49.28225353,-123.1245513
Theft of Bicycle,2004,1,14,18,0,10XX W 15TH AVE,Fairview,490705.59,5456130.03,49.25786614,-123.1277333
Theft of Bicycle,2004,11,20,10,0,10XX W 7TH AVE,Fairview,490719.79,5456937.73,49.26513177,-123.1275569
Theft of Bicycle,2004,10,31,12,0,10XX W 8TH AVE,Fairview,490654.69,5456855.9,49.2643947,-123.1284498
Other Theft,2004,10,3,15,40,12XX ROBSON ST,West End,490718.28,5459297.05,49.28635421,-123.1276324
Theft of Bicycle,2004,2,14,12,0,10XX W BROADWAY AVE,Fairview,490661.26,5456753.63,49.26347487,-123.1283571
Theft of Bicycle,2004,7,10,12,5,10XX W GEORGIA ST,West End,491182.6,5459084.1,49.28444557,-123.1212429
Theft of Bicycle,2004,9,20,8,0,10XX W GEORGIA ST,West End,491182.6,5459084.1,49.28444557,-123.1212429
Theft of Bicycle,2004,3,4,0,0,10XX WOLFE AVE,Shaughnessy,490652.71,5455636.69,49.25342765,-123.1284485
Theft of Bicycle,2004,7,20,6,20,10XX W PENDER ST,Central Business District,491334.31,5459373.68,49.28705256,-123.1191631
Break and Enter Residential/Other,2004,4,30,14,0,25XX E 5TH AVE,Hastings-Sunrise,496093.91,5457000.97,49.26575856,-123.0536901
Theft of Bicycle,2004,6,25,11,0,11XX ALBERNI ST,West End,490992.39,5459189.5,49.28539089,-123.1238607
Theft of Bicycle,2004,4,9,18,0,11XX BURNABY ST,West End,490349.85,5458577.99,49.27988046,-123.1326813
Theft of Bicycle,2004,6,21,16,50,11XX BURNABY ST,West End,490370.54,5458557.73,49.27969854,-123.1323963
Theft of Bicycle,2004,12,1,18,0,11XX BUTE ST,West End,490410.38,5458894.54,49.28272882,-123.1318566
Theft of Bicycle,2004,5,11,10,0,11XX COMMERCIAL DR,Grandview-Woodland,494936.66,5458005.43,49.27478538,-123.0696094
Break and Enter Residential/Other,2004,3,18,8,0,25XX E 6TH AVE,Hastings-Sunrise,496116.81,5456886.71,49.26473092,-123.0533742
Theft of Bicycle,2004,7,22,2,30,11XX CYPRESS ST,Kitsilano,489252.66,5458098.98,49.27555338,-123.1477538
Theft of Bicycle,2004,6,20,19,15,11XX E 13TH AVE,Mount Pleasant,494086.91,5456220.68,49.25872359,-123.0812652
Theft of Bicycle,2004,5,12,9,0,11XX E 63RD AVE,Sunset,493987.81,5451118.68,49.21282892,-123.0825506
Theft of Bicycle,2004,3,7,22,0,11XX E BROADWAY AVE,Mount Pleasant,494129.27,5456626.89,49.26237794,-123.0806889
Mischief,2004,10,14,0,47,19XX HARO ST,West End,489956.51,5459898.93,49.29175616,-123.1381225
Theft of Bicycle,2004,2,17,9,0,11XX E BROADWAY AVE,Mount Pleasant,494159.29,5456635.62,49.26245675,-123.0802765
Break and Enter Residential/Other,2004,6,27,13,10,25XX E 7TH AVE,Hastings-Sunrise,496085.84,5456795.58,49.26391099,-123.053799
Break and Enter Commercial,2004,6,11,17,30,17XX ALBERNI ST,West End,490240.54,5459927.48,49.29201758,-123.1342171
Theft of Bicycle,2004,7,18,15,0,11XX E PENDER ST,Strathcona,494149.86,5458585.57,49.27999682,-123.0804346
Theft of Bicycle,2004,7,13,5,30,11XX GILFORD ST,West End,489677.27,5459612.68,49.28917665,-123.1419554
Theft of Bicycle,2004,7,27,0,45,11XX HAMILTON ST,Central Business District,491191.19,5458127.83,49.2758439,-123.1211037
Theft of Bicycle,2004,6,22,17,15,11XX HARWOOD ST,West End,490251.87,5458534.91,49.27949139,-123.1340274
Theft of Bicycle,2004,9,11,22,2,11XX HARWOOD ST,West End,490291.75,5458482.68,49.27902221,-123.1334778
Theft of Bicycle,2004,5,1,10,0,11XX HOMER ST,Central Business District,491082.95,5458117.57,49.27575004,-123.1225915
Theft of Bicycle,2004,7,21,18,30,11XX HOMER ST,Central Business District,491147.2,5458168.57,49.27620973,-123.1217094
Theft of Bicycle,2004,5,3,0,0,11XX HORNBY ST,Central Business District,490705.34,5458446.09,49.2786995,-123.1277905
Break and Enter Commercial,2004,9,20,11,0,17XX ALBERNI ST,West End,490316.94,5459864.41,49.29145147,-123.1331649
Theft of Bicycle,2004,7,26,16,6,11XX HORNBY ST,Central Business District,490736.36,5458478.25,49.27898926,-123.1273648
Theft of Bicycle,2004,2,2,0,0,11XX HOWE ST,Central Business District,490761.55,5458365.96,49.27797957,-123.1270159
Theft of Bicycle,2004,8,17,19,45,11XX MARINASIDE CRES,Central Business District,491299.11,5457827.22,49.27314141,-123.1196135
Break and Enter Residential/Other,2004,12,5,9,0,25XX E 8TH AVE,Hastings-Sunrise,496088.58,5456685.42,49.2629201,-123.0537602
Theft of Bicycle,2004,12,23,19,23,11XX MELVILLE ST,Central Business District,491020.6,5459406.98,49.28734757,-123.1234777
Theft of Bicycle,2004,7,2,16,45,11XX PACIFIC BLVD,Central Business District,491346.15,5457969.14,49.27441867,-123.1189699
Theft of Bicycle,2004,7,17,21,0,11XX PACIFIC BLVD,Central Business District,491346.15,5457969.14,49.27441867,-123.1189699
Mischief,2004,8,6,18,48,19XX KINGSWAY AVE,Kensington-Cedar Cottage,495198.07,5454746.51,49.24547284,-123.0659765
Theft of Bicycle,2004,8,15,20,0,11XX PACIFIC ST,West End,490203.16,5458410.83,49.27837449,-123.134694
Theft of Bicycle,2004,6,8,15,30,11XX POWELL ST,Strathcona,494095.11,5458891.62,49.28274926,-123.0811919
Break and Enter Residential/Other,2004,7,21,21,0,25XX E 8TH AVE,Hastings-Sunrise,496142.23,5456694.29,49.26300022,-123.0530229
Theft of Bicycle,2004,6,20,17,34,11XX ROBSON ST,West End,490909.53,5459106.02,49.28463875,-123.1249982
Theft of Bicycle,2004,4,10,10,0,11XX STATION ST,Strathcona,492834.92,5457930.26,49.2740882,-123.0985022
Theft of Bicycle,2004,3,23,9,0,11XX W 14TH AVE,Fairview,490487.75,5456227.76,49.2587419,-123.1307294
Theft of Bicycle,2004,11,2,9,0,11XX W 14TH AVE,Fairview,490487.75,5456227.76,49.2587419,-123.1307294
Theft of Bicycle,2004,8,11,0,0,11XX W 7TH AVE,Fairview,490610.33,5456940.48,49.26515484,-123.1290615
Theft of Bicycle,2004,10,14,8,0,11XX W BROADWAY AVE,Fairview,490485.71,5456758.41,49.26351516,-123.1307701
Theft of Bicycle,2004,9,3,13,52,11XX W GEORGIA ST,West End,491034.25,5459231,49.2857648,-123.123286
Theft of Bicycle,2004,10,12,20,0,11XX W GEORGIA ST,West End,491034.25,5459231,49.2857648,-123.123286
Theft of Bicycle,2004,8,5,9,35,11XX W HASTINGS ST,Central Business District,491263.59,5459491.13,49.28810803,-123.1201381
Theft of Bicycle,2004,6,24,7,30,11XX W PENDER ST,Central Business District,491126.75,5459479.99,49.28800585,-123.1220196
Mischief,2004,12,29,0,28,19XX KITCHENER ST,Grandview-Woodland,495294.83,5457710.43,49.27213467,-123.0646819
Theft of Bicycle,2004,7,5,9,0,11XX W PENDER ST,Central Business District,491126.75,5459479.99,49.28800585,-123.1220196
Theft of Bicycle,2004,8,23,22,30,11XX W PENDER ST,Central Business District,491170.2,5459450.19,49.28773843,-123.1214215
Mischief,2004,4,6,0,0,15XX VICTORIA DR,Grandview-Woodland,495222.38,5457611.04,49.27124007,-123.0656767
Mischief,2004,6,29,20,5,19XX LINDEN RD,Arbutus Ridge,489035.96,5454236.74,49.24080799,-123.1506272
Break and Enter Residential/Other,2004,9,29,10,0,25XX E BROADWAY AVE,Hastings-Sunrise,496114.3,5456588.72,49.26205042,-123.0534058
Break and Enter Residential/Other,2004,10,13,16,37,25XX E BROADWAY AVE,Hastings-Sunrise,496114.3,5456588.72,49.26205042,-123.0534058
Theft of Bicycle,2004,7,22,18,45,11XX W PENDER ST,Central Business District,491229.24,5459423.35,49.28749785,-123.120609
Break and Enter Residential/Other,2004,8,13,19,0,25XX E BROADWAY AVE,Hastings-Sunrise,496133.93,5456588.51,49.26204866,-123.053136
Theft of Bicycle,2004,7,31,21,15,12XX BIDWELL ST,West End,489800.95,5459278.91,49.28617642,-123.140246
Theft of Bicycle,2004,9,20,4,30,12XX BROUGHTON ST,West End,490022.29,5458931.74,49.28305723,-123.1371938
Theft of Bicycle,2004,5,12,9,30,12XX BURNABY ST,West End,490160.2,5458766.49,49.28157302,-123.1352934
Theft of Bicycle,2004,2,15,0,0,12XX BURRARD ST,Central Business District,490562.84,5458441.01,49.27865162,-123.1297496
Mischief,2004,4,19,1,1,19XX MAIN ST,Mount Pleasant,492665.68,5457206.91,49.26757953,-123.1008155
Theft of Bicycle,2004,1,15,14,0,12XX CARDERO ST,West End,489825.65,5459086.54,49.28444644,-123.1399015
Theft of Bicycle,2004,7,7,13,0,12XX CARTWRIGHT ST,Fairview,490310.98,5457441.84,49.26965999,-123.1331882
Mischief,2004,2,28,13,0,19XX MAIN ST,Mount Pleasant,492666.02,5457236.92,49.26784948,-123.1008114
Theft of Bicycle,2004,7,22,16,0,12XX CARTWRIGHT ST,Fairview,490310.98,5457441.84,49.26965999,-123.1331882
Theft of Bicycle,2004,6,19,11,30,12XX CARTWRIGHT ST,Fairview,490406.87,5457420.71,49.26947143,-123.1318696
Mischief,2004,11,7,5,0,15XX W 13TH AVE,Fairview,489805.01,5456346.15,49.25979584,-123.1401155
Theft of Bicycle,2004,7,26,20,0,12XX COMMERCIAL DR,Grandview-Woodland,494944.72,5457907.62,49.27390563,-123.0694974
Theft of Bicycle,2004,6,6,0,0,12XX DAVIE ST,West End,490290.43,5458796.55,49.2818455,-123.1335036
Mischief,2004,12,5,13,0,19XX MAIN ST,Mount Pleasant,492675.38,5457254.81,49.26801051,-123.1006831
Theft of Bicycle,2004,6,26,13,45,12XX DENMAN ST,West End,489687.94,5459395.55,49.28722372,-123.141803
Theft of Bicycle,2004,7,21,17,0,12XX DENMAN ST,West End,489687.94,5459395.55,49.28722372,-123.141803
Theft of Bicycle,2004,4,6,23,15,12XX GRANVILLE ST,Central Business District,490818.87,5458265.09,49.2770731,-123.1262255
Theft of Bicycle,2004,9,19,12,0,12XX GRANVILLE ST,Central Business District,490818.87,5458265.09,49.2770731,-123.1262255
Theft of Bicycle,2004,10,4,20,48,12XX GRANVILLE ST,Central Business District,490818.87,5458265.09,49.2770731,-123.1262255
Theft of Bicycle,2004,12,30,18,0,12XX HOMER ST,Central Business District,491003.11,5458037.9,49.27503222,-123.1236874
Theft of Bicycle,2004,12,31,18,0,12XX HOMER ST,Central Business District,491003.11,5458037.9,49.27503222,-123.1236874
Mischief,2004,5,10,13,0,19XX MCLEAN DR,Grandview-Woodland,494504.97,5457186.57,49.26741586,-123.0755329
Theft of Bicycle,2004,9,15,8,0,12XX HOMER ST,Central Business District,491009.59,5458031.44,49.27497421,-123.1235982
Theft of Bicycle,2004,4,29,19,0,12XX HORNBY ST,Central Business District,490641.6,5458368.06,49.27799664,-123.1286651
Break and Enter Commercial,2004,9,5,13,0,17XX BOUNDARY RD,Hastings-Sunrise,498273.06,5457354.82,49.26895155,-123.0237387
Mischief,2004,10,19,7,0,19XX MCNICOLL AVE,Kitsilano,489176.68,5458178.76,49.27626967,-123.1488005
Break and Enter Commercial,2004,2,14,15,0,17XX BOUNDARY RD,Hastings-Sunrise,498273.1,5457366.21,49.26905401,-123.0237382
Break and Enter Commercial,2004,2,17,1,50,17XX BOUNDARY RD,Hastings-Sunrise,498273.1,5457366.21,49.26905401,-123.0237382
Break and Enter Commercial,2004,2,22,11,28,17XX BOUNDARY RD,Hastings-Sunrise,498273.1,5457366.21,49.26905401,-123.0237382
Break and Enter Commercial,2004,2,24,22,30,17XX BOUNDARY RD,Hastings-Sunrise,498273.1,5457366.21,49.26905401,-123.0237382
Break and Enter Commercial,2004,3,7,5,45,17XX BOUNDARY RD,Hastings-Sunrise,498273.1,5457366.21,49.26905401,-123.0237382
Mischief,2004,4,16,22,0,7XX W PENDER ST,Central Business District,491588.76,5459169.42,49.28521876,-123.1156598
Break and Enter Residential/Other,2004,4,13,20,30,25XX E HASTINGS ST,Hastings-Sunrise,496071.08,5458709.24,49.28112462,-123.0540206
Break and Enter Residential/Other,2004,5,19,19,0,25XX E HASTINGS ST,Hastings-Sunrise,496071.08,5458709.24,49.28112462,-123.0540206
Theft of Bicycle,2004,10,29,12,0,12XX HORNBY ST,Central Business District,490677.72,5458404.45,49.27832452,-123.1281693
Mischief,2004,6,22,0,18,15XX VINE ST,Kitsilano,488557.62,5457769.47,49.27257677,-123.1572997
Mischief,2004,3,14,15,0,19XX NANAIMO ST,Hastings-Sunrise,495884.07,5457177.62,49.26734619,-123.0565762
Mischief,2004,8,6,12,45,7XX W PENDER ST,Central Business District,491607.73,5459138.51,49.28494099,-123.1153983
Break and Enter Residential/Other,2004,8,5,10,0,25XX E HASTINGS ST,Hastings-Sunrise,496071.08,5458709.24,49.28112462,-123.0540206
Theft of Bicycle,2004,10,13,9,30,12XX JERVIS ST,West End,490187.07,5458896.86,49.28274615,-123.1349272
Break and Enter Commercial,2004,9,19,0,0,17XX BURRARD ST,Fairview,489419.41,5457523.11,49.27037625,-123.1454461
Break and Enter Commercial,2004,12,31,18,11,17XX BURRARD ST,Fairview,489419.41,5457523.11,49.27037625,-123.1454461
Theft of Bicycle,2004,7,22,11,33,12XX JOHNSTON ST,Fairview,490401.19,5457438.96,49.2696355,-123.1319481
Theft of Bicycle,2004,7,30,16,30,12XX JOHNSTON ST,Fairview,490401.19,5457438.96,49.2696355,-123.1319481
Theft of Bicycle,2004,8,6,18,0,12XX JOHNSTON ST,Fairview,490401.19,5457438.96,49.2696355,-123.1319481
Theft of Bicycle,2004,6,26,19,0,12XX JOHNSTON ST,Fairview,490416.94,5457397.38,49.26926173,-123.1317306
Theft of Bicycle,2004,5,20,1,0,12XX MATTHEWS AVE,Shaughnessy,490198.33,5455638.52,49.253437,-123.1346926
Theft of Bicycle,2004,8,20,0,0,12XX MARINASIDE CRES,Central Business District,491188.85,5457711.63,49.27210008,-123.1211267
Theft of Bicycle,2004,8,15,17,0,12XX MARINASIDE CRES,Central Business District,491253.41,5457773.06,49.27265358,-123.1202405
Theft of Bicycle,2004,4,11,15,30,12XX MARINASIDE CRES,Central Business District,491283.54,5457801.73,49.2729119,-123.119827
Theft of Bicycle,2004,6,13,14,0,12XX NELSON ST,West End,490461.35,5459087.38,49.28446425,-123.1311604
Mischief,2004,6,1,18,0,19XX NELSON ST,West End,489781.7,5459776.64,49.29065325,-123.1405235
Theft of Bicycle,2004,1,24,10,0,12XX NELSON ST,West End,490491.91,5459056.51,49.28418704,-123.1307395
Mischief,2004,5,24,4,27,19XX NELSON ST,West End,489797.21,5459748.36,49.29039913,-123.1403095
Theft of Bicycle,2004,8,13,22,30,12XX PENDRELL ST,West End,490309.77,5458927.9,49.28302732,-123.1332408
Theft of Bicycle,2004,2,10,23,30,12XX RICHARDS ST,Central Business District,490959.37,5458124.32,49.27580894,-123.1242907
Mischief,2004,3,15,19,6,15XX SW MARINE DR,Marpole,489520.9,5450647.71,49.20853231,-123.1438712
Break and Enter Commercial,2004,4,14,1,30,17XX CHARLES ST,Grandview-Woodland,494966.46,5457806.38,49.27299514,-123.0691972
Break and Enter Commercial,2004,10,6,2,34,17XX CHARLES ST,Grandview-Woodland,494966.46,5457806.38,49.27299514,-123.0691972
Mischief,2004,7,9,8,0,15XX SW MARINE DR,Marpole,489520.9,5450647.71,49.20853231,-123.1438712
Break and Enter Commercial,2004,1,10,22,26,17XX CLARK DR,Grandview-Woodland,494375.68,5457384.26,49.26919294,-123.0773129
Mischief,2004,12,28,21,0,15XX SW MARINE DR,Marpole,489520.9,5450647.71,49.20853231,-123.1438712
Theft of Bicycle,2004,7,6,18,0,12XX ROBSON ST,West End,490758.28,5459257.09,49.28599537,-123.1270814
Theft of Bicycle,2004,7,20,17,0,12XX ROBSON ST,West End,490758.28,5459257.09,49.28599537,-123.1270814
Theft of Bicycle,2004,4,4,5,0,12XX THURLOW ST,West End,490456.26,5458626.63,49.28031965,-123.1312194
Theft of Bicycle,2004,10,5,20,0,12XX W 10TH AVE,Fairview,490423.87,5456652.97,49.26256574,-123.1316175
Theft of Bicycle,2004,8,21,0,0,12XX W 11TH AVE,Fairview,490361.53,5456541.85,49.26156522,-123.1324716
Theft of Bicycle,2004,10,19,12,31,12XX W 11TH AVE,Fairview,490377.39,5456550.66,49.26164472,-123.1322539
Break and Enter Residential/Other,2004,11,19,12,15,25XX EDDINGTON DR,Arbutus Ridge,488149.2,5454724.76,49.2451813,-123.1628241
Theft of Bicycle,2004,9,10,18,0,12XX W 12TH AVE,Fairview,490346.31,5456441.15,49.26065916,-123.1326784
